t,t_planning,a0,a1,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,fk2_x,fk2_y,goal_0_0,goal_1_0
0.0,0.0014044859999557957,1.8988775699231404,1.5416468797932554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2
0.05,0.0014994800003478304,0.2887293976015325,0.4463149615780664,0.0023735970325108446,0.09494387849615701,0.0,0.0,0.0019270586566594642,0.0770823439896628,0.0023735970325108446,0.0019270586566594642,0.0023735970325108446,0.0019270586566594642,4.0,0.2
0.1,0.0013158410001778975,0.2841166926720625,0.3632208963033119,0.007481702715072033,0.10938034837623363,0.0,0.0,0.006339069574734625,0.09939809206856612,0.007481702715072033,0.006339069574734625,0.007481702715072033,0.006339069574734625,4.0,0.2
0.15000000000000002,0.0013860020007996354,0.2834244385666955,0.32689345846187534,0.013305866010305105,0.12358618300983679,0.0,0.0,0.011763000312069446,0.11755913688373172,0.013305866010305105,0.011763000312069446,0.013305866010305105,0.011763000312069446,4.0,0.2
0.2,0.0012808889987354632,0.283246274043064,0.3082559361092614,0.01983945571956147,0.13775740493817157,0.0,0.0,0.018049573991508534,0.13390380980682548,0.01983945571956147,0.018049573991508534,0.01983945571956147,0.018049573991508534,4.0,0.2
0.25,0.0012178149991086684,0.28311467880564467,0.297404842703894,0.027081383819573705,0.15191971864032475,0.0,0.0,0.025130084413467722,0.14931660661228852,0.027081383819573705,0.025130084413467722,0.027081383819573705,0.025130084413467722,4.0,0.2
0.3,0.0011220199994568247,0.2829843781910114,0.2903658675097316,0.03503126311064211,0.16607545258060696,0.0,0.0,0.03296767080853939,0.1641868487474832,0.03503126311064211,0.03296767080853939,0.03503126311064211,0.03296767080853939,4.0,0.2
0.35,0.0011309059991617687,0.28286644489303303,0.2853361174416694,0.04368876622295161,0.18022467149015753,0.0,0.0,0.04153997059111605,0.1787051421229698,0.04368876622295161,0.04153997059111605,0.04368876622295161,0.04153997059111605,4.0,0.2
0.39999999999999997,0.001375070001813583,0.2827706475281372,0.2814154025040859,0.05305358286411187,0.19436799373480917,0.0,0.0,0.050831897854694684,0.1929719479950533,0.05305358286411187,0.050831897854694684,0.05305358286411187,0.050831897854694684,4.0,0.2
0.44999999999999996,0.0012261580013728235,0.28269843547654194,0.2781165480077227,0.06312544587079508,0.20850652611121606,0.0,0.0,0.06083226451805955,0.2070427181202576,0.06312544587079508,0.06083226451805955,0.06312544587079508,0.06083226451805955,4.0,0.2
0.49999999999999994,0.0013095350004732609,0.28264396957071847,0.27515580444305543,0.07390414523123147,0.22264144788504314,0.0,0.0,0.07153204611944135,0.22094854552064375,0.07390414523123147,0.07153204611944135,0.07390414523123147,0.07153204611944135,4.0,0.2
0.5499999999999999,0.0012441540020518005,0.2825957478245489,0.27235545253009164,0.08538952259797494,0.23677364636357903,0.0,0.0,0.08292341816127635,0.23470633574279653,0.08538952259797494,0.08292341816127635,0.08538952259797494,0.08292341816127635,4.0,0.2
0.6,0.001176879999547964,0.2825377254822895,0.26959538679002837,0.09758144961146076,0.2509034337548065,0.0,0.0,0.09499917927422352,0.24832410836930113,0.09758144961146076,0.09499917927422352,0.09758144961146076,0.09499917927422352,4.0,0.2
0.65,0.0011762939975596964,0.28244995724442246,0.2667876400796313,0.11047979346657794,0.265030320028921,0.0,0.0,0.10775237893621804,0.26180387770880253,0.11047979346657794,0.10775237893621804,0.11047979346657794,0.10775237893621804,4.0,0.2
0.7000000000000001,0.001242119000380626,0.28230892840055843,0.26386231007243,0.12408437192510013,0.27915281789114216,0.0,0.0,0.12117605738169496,0.275143259712784,0.12408437192510013,0.12117605738169496,0.12408437192510013,0.12117605738169496,4.0,0.2
0.7500000000000001,0.0011800270003732294,0.2820877117746218,0.2607594551907215,0.13839489899067317,0.29326826431117003,0.0,0.0,0.13526304826475283,0.28833637521640554,0.13839489899067317,0.13526304826475283,0.13839489899067317,0.13526304826475283,4.0,0.2
0.8000000000000002,0.0011772020006901585,0.2817560466905973,0.2574242717133193,0.15341092185645683,0.3073726498999011,0.0,0.0,0.15000581635427393,0.3013743479759416,0.15341092185645683,0.15000581635427393,0.15341092185645683,0.15000581635427393,4.0,0.2
0.8500000000000002,0.001178738002636237,0.28128040859058523,0.25380416779970516,0.16913174942030948,0.3214604522344309,0.0,0.0,0.16539631410230077,0.3142455615616075,0.16913174942030948,0.16539631410230077,0.16913174942030948,0.16539631410230077,4.0,0.2
