t,t_planning,a0,a1,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,fk2_x,fk2_y,goal_0_0,goal_1_0
0.0,0.0013169180019758642,0.45160437205483306,-0.24053693565340534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2
0.05,0.001239868997799931,0.07018437540843658,-0.0885535787074026,0.0005645054818835856,0.022580218602741654,0.0,0.0,-0.00030067117852291273,-0.012026846782670268,0.0005645054818835856,-0.00030067117852291273,0.0005645054818835856,-0.00030067117852291273,4.0,0.2
0.1,0.0013096970033075195,0.0673371650608511,-0.06850970273505659,0.0017812468838957424,0.026089437373163483,0.0,0.0,-0.001012705494339503,-0.0164545257180404,0.0017812468838957424,-0.001012705494339503,0.0017812468838957424,-0.001012705494339503,4.0,0.2
0.15000000000000002,0.0012188910004624631,0.06613651955941444,-0.05938956011842392,0.003169890211388464,0.02945629562620604,0.0,0.0,-0.0019210689112125064,-0.01988001085479323,0.003169890211388464,-0.0019210689112125064,0.003169890211388464,-0.0019210689112125064,4.0,0.2
0.2,0.0011944129983021412,0.06540420276165543,-0.05465561488044987,0.0047253756446117914,0.03276312160417676,0.0,0.0,-0.0029893064063126144,-0.022849488860714424,0.0047253756446117914,-0.0029893064063126144,0.0047253756446117914,-0.0029893064063126144,4.0,0.2
0.25,0.0011468609991425183,0.06484299765351167,-0.05192978539868415,0.006445286980709176,0.03603333174225954,0.0,0.0,-0.004200100369984964,-0.025582269604736925,0.006445286980709176,-0.004200100369984964,0.006445286980709176,-0.004200100369984964,4.0,0.2
0.3,0.0011745730007532984,0.06435716645701722,-0.05021899016577461,0.008328007317304617,0.039275481624935125,0.0,0.0,-0.005544126083904686,-0.028178758874671132,0.008328007317304617,-0.005544126083904686,0.008328007317304617,-0.005544126083904686,4.0,0.2
0.35,0.0011872710019815713,0.0639096270937109,-0.049062131111722945,0.010372227859020118,0.04249333994778599,0.0,0.0,-0.007015837767216251,-0.030689708382959865,0.010372227859020118,-0.007015837767216251,0.010372227859020118,-0.007015837767216251,4.0,0.2
0.39999999999999997,0.0011734699983207975,0.06348385898689138,-0.048226724833555806,0.01257678189265736,0.04568882130247154,0.0,0.0,-0.008611650852081593,-0.033142814938546004,0.01257678189265736,-0.008611650852081593,0.01257678189265736,-0.008611650852081593,4.0,0.2
0.44999999999999996,0.0011676150024868548,0.06307166049066484,-0.04758757629566607,0.01494057778387949,0.048863014251816106,0.0,0.0,-0.010329075006847412,-0.0355541511802238,0.01494057778387949,-0.010329075006847412,0.01494057778387949,-0.010329075006847412,4.0,0.2
0.49999999999999994,0.0011812949996965472,0.0626685934845734,-0.04707352570105988,0.017462568074433214,0.052016597276349344,0.0,0.0,-0.01216626703800095,-0.037933529995007105,0.017462568074433214,-0.01216626703800095,0.017462568074433214,-0.01216626703800095,4.0,0.2
0.5499999999999999,0.001218820001668064,0.06227207953374839,-0.04664225234568262,0.02014173368244097,0.05515002695057802,0.0,0.0,-0.014121785446631244,-0.0402872062800601,0.02014173368244097,-0.014121785446631244,0.02014173368244097,-0.014121785446631244,4.0,0.2
0.6,0.0012237470000400208,0.06188052670481434,-0.04626759289701188,0.022977075131706853,0.05826363092726544,0.0,0.0,-0.0161944485778039,-0.04261931889734424,0.022977075131706853,-0.0161944485778039,0.022977075131706853,-0.0161944485778039,4.0,0.2
0.65,0.001147139999375213,0.061492897793857804,-0.045932818405210796,0.02596760733875636,0.061357657262506166,0.0,0.0,-0.018383249015515968,-0.04493269854219483,0.02596760733875636,-0.018383249015515968,0.02596760733875636,-0.018383249015515968,4.0,0.2
0.7000000000000001,0.0011641970013442915,0.06110848324102108,-0.0456269089705654,0.029112356326414766,0.06443230215219906,0.0,0.0,-0.020687299967343344,-0.04722933946245537,0.029112356326414766,-0.020687299967343344,0.029112356326414766,-0.020687299967343344,4.0,0.2
0.7500000000000001,0.001178480000817217,0.06072677541537866,-0.04534240902255196,0.03241035704035245,0.06748772631425012,0.0,0.0,-0.02310580057837905,-0.049510684910983635,0.03241035704035245,-0.02310580057837905,0.03241035704035245,-0.02310580057837905,4.0,0.2
0.8000000000000002,0.001315251000050921,0.060347395947106336,-0.04507415064976089,0.035860651827596415,0.07052406508501906,0.0,0.0,-0.02563801283689554,-0.05177780536211124,0.035860651827596415,-0.02563801283689554,0.035860651827596415,-0.02563801283689554,4.0,0.2
0.8500000000000002,0.001257520001672674,0.05997005214719553,-0.044818470944041594,0.03946228932902935,0.07354143488237437,0.0,0.0,-0.02828324579499243,-0.054031512894599294,0.03946228932902935,-0.02828324579499243,0.03946228932902935,-0.02828324579499243,4.0,0.2
0.9000000000000002,0.0013781810012005735,0.059594510030043124,-0.04457271948528008,0.043214323640566106,0.07653993748973414,0.0,0.0,-0.03104084453007205,-0.05627243644180137,0.043214323640566106,-0.03104084453007205,0.043214323640566106,-0.03104084453007205,4.0,0.2
0.9500000000000003,0.001148854000348365,0.05922057715011092,-0.04433494107796537,0.04711581365481041,0.0795196629912363,0.0,0.0,-0.03391018225317917,-0.058501072416065364,0.04711581365481041,-0.03391018225317917,0.04711581365481041,-0.03391018225317917,4.0,0.2
1.0000000000000002,0.001179508999484824,0.0588480914221107,-0.04410366704374796,0.051165822528015964,0.08248069184874186,0.0,0.0,-0.036890654551981476,-0.06071781946996364,0.051165822528015964,-0.036890654551981476,0.051165822528015964,-0.036890654551981476,4.0,0.2
1.0500000000000003,0.001224470997840399,0.058476913692465465,-0.043877775304695416,0.055363417236922924,0.0854230964198474,0.0,0.0,-0.03998167511092732,-0.06292300282215105,0.055363417236922924,-0.03998167511092732,0.055363417236922924,-0.03998167511092732,4.0,0.2
1.1000000000000003,0.0011844790024042595,0.05810692272377474,-0.04365639497023602,0.05970766820220928,0.08834694210447068,0.0,0.0,-0.04318267247280029,-0.06511689158738582,0.05970766820220928,-0.04318267247280029,0.05970766820220928,-0.04318267247280029,4.0,0.2
1.1500000000000004,0.0012074719998054206,0.057738011769631614,-0.04343884026630035,0.06419764896300215,0.09125228824065941,0.0,0.0,-0.04649308754750868,-0.06729971133589761,0.06419764896300215,-0.04649308754750868,0.06419764896300215,-0.04649308754750868,4.0,0.2
1.2000000000000004,0.001214242001879029,0.0573700862228014,-0.043224564151193884,0.06883243589189805,0.09413918882914098,0.0,0.0,-0.04991237166625463,-0.06947165334921263,0.06883243589189805,-0.04991237166625463,0.06883243589189805,-0.04991237166625463,4.0,0.2
1.2500000000000004,0.001148852999904193,0.05700306200550037,-0.04301312535596011,0.07361110794327076,0.09700769314028103,0.0,0.0,-0.05343998504051447,-0.07163288155677233,0.07361110794327076,-0.05343998504051447,0.07361110794327076,-0.05343998504051447,4.0,0.2
1.3000000000000005,0.0011435859996709041,0.05663686448591512,-0.04280416471907067,0.0785327464299152,0.09985784624055605,0.0,0.0,-0.05707539552665037,-0.07378353782457034,0.0785327464299152,-0.05707539552665037,0.0785327464299152,-0.05707539552665037,4.0,0.2
1.3500000000000005,0.0012088799994671717,0.05627142777831637,-0.042597388049176094,0.08359643482466025,0.10268968946485181,0.0,0.0,-0.06081807762537228,-0.07592374606052386,0.08359643482466025,-0.06081807762537228,0.08359643482466025,-0.06081807762537228,4.0,0.2
1.4000000000000006,0.0011474560014903545,0.0559066943314461,-0.042392553636657754,0.08880125858472196,0.10550326085376763,0.0,0.0,-0.06466751166504678,-0.07805361546298266,0.08880125858472196,-0.06466751166504678,0.08880125858472196,-0.06466751166504678,4.0,0.2
1.4500000000000006,0.0011463919981906656,0.055542614741010354,-0.042189463120534954,0.09414630499740728,0.10829859557033993,0.0,0.0,-0.06862318313182095,-0.08017324314481555,0.09414630499740728,-0.06862318313182095,0.09414630499740728,-0.06862318313182095,4.0,0.2
1.5000000000000007,0.001222184997459408,0.05517914774297447,-0.04198795480976897,0.09963066304641963,0.11107572630739045,0.0,0.0,-0.07268458211953403,-0.08228271630084232,0.09963066304641963,-0.07268458211953403,0.09963066304641963,-0.07268458211953403,4.0,0.2
1.5500000000000007,0.0012886289987363853,0.05481626035856274,-0.041787898824499375,0.10525342329852341,0.11383468369453918,0.0,0.0,-0.07685120287965248,-0.08438211404133077,0.10525342329852341,-0.07685120287965248,0.10525342329852341,-0.07685120287965248,4.0,0.2
