t,t_planning,a0,a1,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,fk2_x,fk2_y,goal_0_0,goal_1_0
0.0,0.0013215840008342639,1.8802079380855363,-0.8019574111402524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2
0.05,0.0011642159988696221,0.30076846713176897,-0.3530681674116719,0.00235025999203669,0.09401039690427683,0.0,0.0,-0.0010024467935389116,-0.040097870557012624,0.00235025999203669,-0.0010024467935389116,0.00235025999203669,-0.0010024467935389116,4.0,0.2
0.1,0.0012231180007802323,0.28768704384584987,-0.26518897437675665,0.007426740432366543,0.10904882026086526,0.0,0.0,-0.003448675543803193,-0.057751278927596225,0.007426740432366543,-0.003448675543803193,0.007426740432366543,-0.003448675543803193,4.0,0.2
0.15000000000000002,0.0011760679990402423,0.282414138445932,-0.226303354663549,0.01323879026093252,0.12343317245315774,0.0,0.0,-0.006667725718031372,-0.07101072764643405,0.01323879026093252,-0.006667725718031372,0.01323879026093252,-0.006667725718031372,4.0,0.2
0.2,0.0011237779981456697,0.2792346783429932,-0.20664729164188317,0.019763466567166935,0.13755387937545435,0.0,0.0,-0.010501141302111659,-0.08232589537961149,0.019763466567166935,-0.010501141302111659,0.019763466567166935,-0.010501141302111659,4.0,0.2
0.25,0.0011541170024429448,0.276779092363567,-0.19565571106565677,0.026990203894269156,0.151515613292604,0.0,0.0,-0.01487574519334166,-0.09265825996170564,0.026990203894269156,-0.01487574519334166,0.026990203894269156,-0.01487574519334166,4.0,0.2
0.3,0.0011492560006445274,0.27462296996274926,-0.18899698107890678,0.03491195843466317,0.16535456791078232,0.0,0.0,-0.019753227837546725,-0.10244104551498848,0.03491195843466317,-0.019753227837546725,0.03491195843466317,-0.019753227837546725,4.0,0.2
0.35,0.0011118959992018063,0.2726067802772463,-0.18468748285343745,0.04352296555288483,0.17908571640891982,0.0,0.0,-0.025111526346684506,-0.11189089456893381,0.04352296555288483,-0.025111526346684506,0.04352296555288483,-0.025111526346684506,4.0,0.2
0.39999999999999997,0.0012221100005262997,0.2706611302844333,-0.18173781650962662,0.05281800985883144,0.19271605542278214,0.0,0.0,-0.030936930435577235,-0.12112526871160569,0.05281800985883144,-0.030936930435577235,0.05281800985883144,-0.030936930435577235,4.0,0.2
0.44999999999999996,0.0011813749988505151,0.268752277827766,-0.1796200034160842,0.06279213905290773,0.2062491119370038,0.0,0.0,-0.03722036614856396,-0.130212159537087,0.06279213905290773,-0.03722036614856396,0.06279213905290773,-0.03722036614856396,4.0,0.2
0.49999999999999994,0.0011182180023752153,0.26686236718735357,-0.17803663895151256,0.07344053500705323,0.2196867258283921,0.0,0.0,-0.04395549913637895,-0.13919315970789123,0.07344053500705323,-0.04395549913637895,0.07344053500705323,-0.04395549913637895,4.0,0.2
0.5499999999999999,0.0011800899992522318,0.26498135932092437,-0.17681286252024042,0.08475844926739726,0.2330298441877598,0.0,0.0,-0.051137702927094505,-0.14809499165546686,0.08475844926739726,-0.051137702927094505,0.08475844926739726,-0.051137702927094505,4.0,0.2
0.6,0.0011608409986365587,0.2631034237128209,-0.17584253127298693,0.09674116818580662,0.24627891215380598,0.0,0.0,-0.0587634685946042,-0.15693563478147884,0.09674116818580662,-0.0587634685946042,0.09674116818580662,-0.0587634685946042,4.0,0.2
0.65,0.0011853950018121395,0.26122521864577686,-0.17505998886393376,0.1093839930829381,0.259434083339447,0.0,0.0,-0.0668300535043192,-0.1657277613451282,0.1093839930829381,-0.0668300535043192,0.1093839930829381,-0.0668300535043192,4.0,0.2
0.7000000000000001,0.0013792049976473209,0.25934504743217424,-0.17442463336170566,0.12268222878294777,0.2724953442717359,0.0,0.0,-0.07533526656417613,-0.1744807607883249,0.12268222878294777,-0.07533526656417613,0.12268222878294777,-0.07533526656417613,4.0,0.2
0.7500000000000001,0.001349298003333388,0.2574624590713829,-0.17391221382135313,0.13663117731548474,0.2854625966433446,0.0,0.0,-0.08427733540179141,-0.1832019924564102,0.13663117731548474,-0.08427733540179141,0.13663117731548474,-0.08427733540179141,4.0,0.2
0.8000000000000002,0.0011536710007931106,0.25557809832686473,-0.17350982840692591,0.15122613523108094,0.29833571959691374,0.0,0.0,-0.09365482529836636,-0.19189760314747784,0.15122613523108094,-0.09365482529836636,0.15122613523108094,-0.09365482529836636,4.0,0.2
0.8500000000000002,0.0013654649992531631,0.25369371445991507,-0.17321304970584073,0.16646239384335465,0.311114624513257,0.0,0.0,-0.10346659274771158,-0.20057309456782413,0.16646239384335465,-0.10346659274771158,0.16646239384335465,-0.10346659274771158,4.0,0.2
